"Subject" "Activity" "Variable" "MeanValue"
12 "WALKING_UPSTAIRS" "TimeGravityAccelerationStdDeviationX" -0.934407739791667
12 "WALKING_UPSTAIRS" "TimeGravityAccelerationStdDeviationY" -0.92376745375
12 "WALKING_UPSTAIRS" "TimeGravityAccelerationStdDeviationZ" -0.878004056875
12 "WALKING_UPSTAIRS" "TimeBodyAccelerationJerkMeanX" 0.0744507839572917
12 "WALKING_UPSTAIRS" "TimeBodyAccelerationJerkMeanY" -0.00970985514333333
12 "WALKING_UPSTAIRS" "TimeBodyAccelerationJerkMeanZ" 0.01948143925
12 "WALKING_UPSTAIRS" "TimeBodyAccelerationJerkStdDeviationX" -0.276121886479167
12 "WALKING_UPSTAIRS" "TimeBodyAccelerationJerkStdDeviationY" -0.185648954220833
12 "WALKING_UPSTAIRS" "TimeBodyAccelerationJerkStdDeviationZ" -0.5737463525
12 "WALKING_UPSTAIRS" "TimeBodyGyroscopeMeanX" -0.0576912634583333
12 "WALKING_UPSTAIRS" "TimeBodyGyroscopeMeanY" -0.0320883097395833
12 "WALKING_UPSTAIRS" "TimeBodyGyroscopeMeanZ" 0.0688374021666667
12 "WALKING_UPSTAIRS" "TimeBodyGyroscopeStdDeviationX" -0.439253058958333
12 "WALKING_UPSTAIRS" "TimeBodyGyroscopeStdDeviationY" -0.466298336666667
12 "WALKING_UPSTAIRS" "TimeBodyGyroscopeStdDeviationZ" -0.163995791679167
12 "WALKING_UPSTAIRS" "TimeBodyGyroscopeJerkMeanX" -0.0828858001333333
12 "WALKING_UPSTAIRS" "TimeBodyGyroscopeJerkMeanY" -0.0424053708458333
12 "WALKING_UPSTAIRS" "TimeBodyGyroscopeJerkMeanZ" -0.0445157481625
12 "WALKING_UPSTAIRS" "TimeBodyGyroscopeJerkStdDeviationX" -0.464854363125
12 "WALKING_UPSTAIRS" "TimeBodyGyroscopeJerkStdDeviationY" -0.645491337708333
12 "WALKING_UPSTAIRS" "TimeBodyGyroscopeJerkStdDeviationZ" -0.467595961041667
12 "WALKING_UPSTAIRS" "TimeBodyAccelerationMagnitudeMean" -0.107322679520833
12 "WALKING_UPSTAIRS" "TimeBodyAccelerationMagnitudeStdDeviation" -0.205977045295833
12 "WALKING_UPSTAIRS" "TimeGravityAccelerationMagnitudeMean" -0.107322679520833
12 "WALKING_UPSTAIRS" "TimeGravityAccelerationMagnitudeStdDeviation" -0.205977045295833
12 "WALKING_UPSTAIRS" "TimeBodyAccelerationJerkMagnitudeMean" -0.321268911041667
12 "WALKING_UPSTAIRS" "TimeBodyAccelerationJerkMagnitudeStdDeviation" -0.21738939458125
12 "WALKING_UPSTAIRS" "TimeBodyGyroscopeMagnitudeMean" -0.219713472958333
12 "WALKING_UPSTAIRS" "TimeBodyGyroscopeMagnitudeStdDeviation" -0.377532167604167
12 "WALKING_UPSTAIRS" "TimeBodyGyroscopeJerkMagnitudeMean" -0.572816438541667
12 "WALKING_UPSTAIRS" "TimeBodyGyroscopeJerkMagnitudeStdDeviation" -0.597291719166667
12 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationMeanX" -0.266720933270833
12 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationMeanY" 0.00992445881854167
12 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationMeanZ" -0.281001986202083
12 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationStdDeviationX" -0.320582414375
12 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationStdDeviationY" 0.0848802791083333
12 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationStdDeviationZ" -0.09454497643125
12 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationJerkMeanX" -0.258639439729167
12 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationJerkMeanY" -0.1878421317125
12 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationJerkMeanZ" -0.522728063333333
12 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationJerkStdDeviationX" -0.365415441458333
12 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationJerkStdDeviationY" -0.243554146666667
12 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationJerkStdDeviationZ" -0.625090981458333
12 "WALKING_UPSTAIRS" "FrequencyBodyGyroscopeMeanX" -0.331643577458333
12 "WALKING_UPSTAIRS" "FrequencyBodyGyroscopeMeanY" -0.488086123958333
12 "WALKING_UPSTAIRS" "FrequencyBodyGyroscopeMeanZ" -0.248601122
12 "WALKING_UPSTAIRS" "FrequencyBodyGyroscopeStdDeviationX" -0.476358845625
12 "WALKING_UPSTAIRS" "FrequencyBodyGyroscopeStdDeviationY" -0.459758488958333
12 "WALKING_UPSTAIRS" "FrequencyBodyGyroscopeStdDeviationZ" -0.218072471479167
12 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationMagnitudeMean" -0.14531853915625
12 "WALKING_UPSTAIRS" "FrequencyBodyAccelerationMagnitudeStdDeviation" -0.36672824375
12 "WALKING_UPSTAIRS" "FrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.189511136902083
12 "WALKING_UPSTAIRS" "FrequencyBodyBodyAccelerationJerkMagnitudeStdDeviation" -0.2604238389625
12 "WALKING_UPSTAIRS" "FrequencyBodyBodyGyroscopeMagnitudeMean" -0.450612184791667
12 "WALKING_UPSTAIRS" "FrequencyBodyBodyGyroscopeMagnitudeStdDeviation" -0.438620401875
12 "WALKING_UPSTAIRS" "FrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.60079849625
12 "WALKING_UPSTAIRS" "FrequencyBodyBodyGyroscopeJerkMagnitudeStdDeviation" -0.621820202916667
13 "LAYING" "TimeBodyAccelerationMeanX" 0.239507882205882
13 "LAYING" "TimeBodyAccelerationMeanY" -0.0144406281132353
13 "LAYING" "TimeBodyAccelerationMeanZ" -0.104274322538235
13 "LAYING" "TimeBodyAccelerationStdDeviationX" -0.962249114705882
13 "LAYING" "TimeBodyAccelerationStdDeviationY" -0.964098180294118
13 "LAYING" "TimeBodyAccelerationStdDeviationZ" -0.972571998382353
13 "LAYING" "TimeGravityAccelerationMeanX" -0.472431415573529
13 "LAYING" "TimeGravityAccelerationMeanY" 0.864882956617647
13 "LAYING" "TimeGravityAccelerationMeanZ" 0.477573305
13 "LAYING" "TimeGravityAccelerationStdDeviationX" -0.928674215147059
13 "LAYING" "TimeGravityAccelerationStdDeviationY" -0.976018476911765
13 "LAYING" "TimeGravityAccelerationStdDeviationZ" -0.9765185525
13 "LAYING" "TimeBodyAccelerationJerkMeanX" 0.0892716006470588
13 "LAYING" "TimeBodyAccelerationJerkMeanY" 0.00110822495382353
13 "LAYING" "TimeBodyAccelerationJerkMeanZ" -0.00309891846569118
13 "LAYING" "TimeBodyAccelerationJerkStdDeviationX" -0.984270728235294
13 "LAYING" "TimeBodyAccelerationJerkStdDeviationY" -0.977002606764706
13 "LAYING" "TimeBodyAccelerationJerkStdDeviationZ" -0.984989224117647
13 "LAYING" "TimeBodyGyroscopeMeanX" -0.0231760616308824
13 "LAYING" "TimeBodyGyroscopeMeanY" -0.0954899626029412
13 "LAYING" "TimeBodyGyroscopeMeanZ" 0.123680209926471
13 "LAYING" "TimeBodyGyroscopeStdDeviationX" -0.984477414264706
13 "LAYING" "TimeBodyGyroscopeStdDeviationY" -0.972941910294118
13 "LAYING" "TimeBodyGyroscopeStdDeviationZ" -0.972409893529412
13 "LAYING" "TimeBodyGyroscopeJerkMeanX" -0.0995033069117647
13 "LAYING" "TimeBodyGyroscopeJerkMeanY" -0.038776298
13 "LAYING" "TimeBodyGyroscopeJerkMeanZ" -0.0610028293088235
13 "LAYING" "TimeBodyGyroscopeJerkStdDeviationX" -0.989283577352941
13 "LAYING" "TimeBodyGyroscopeJerkStdDeviationY" -0.981540062058823
13 "LAYING" "TimeBodyGyroscopeJerkStdDeviationZ" -0.986670534411765
13 "LAYING" "TimeBodyAccelerationMagnitudeMean" -0.960743126176471
13 "LAYING" "TimeBodyAccelerationMagnitudeStdDeviation" -0.939489444558824
13 "LAYING" "TimeGravityAccelerationMagnitudeMean" -0.960743126176471
13 "LAYING" "TimeGravityAccelerationMagnitudeStdDeviation" -0.939489444558824
13 "LAYING" "TimeBodyAccelerationJerkMagnitudeMean" -0.984670073823529
13 "LAYING" "TimeBodyAccelerationJerkMagnitudeStdDeviation" -0.980161687058824
13 "LAYING" "TimeBodyGyroscopeMagnitudeMean" -0.9604473725
13 "LAYING" "TimeBodyGyroscopeMagnitudeStdDeviation" -0.962153597941176
13 "LAYING" "TimeBodyGyroscopeJerkMagnitudeMean" -0.986749500882353
13 "LAYING" "TimeBodyGyroscopeJerkMagnitudeStdDeviation" -0.981079301617647
13 "LAYING" "FrequencyBodyAccelerationMeanX" -0.965728781617647
13 "LAYING" "FrequencyBodyAccelerationMeanY" -0.965595958382353
13 "LAYING" "FrequencyBodyAccelerationMeanZ" -0.976392651323529
13 "LAYING" "FrequencyBodyAccelerationStdDeviationX" -0.960997907205882
13 "LAYING" "FrequencyBodyAccelerationStdDeviationY" -0.964960988382353
13 "LAYING" "FrequencyBodyAccelerationStdDeviationZ" -0.971901324705882
13 "LAYING" "FrequencyBodyAccelerationJerkMeanX" -0.983889985147059
13 "LAYING" "FrequencyBodyAccelerationJerkMeanY" -0.9772207075
13 "LAYING" "FrequencyBodyAccelerationJerkMeanZ" -0.982876212058823
13 "LAYING" "FrequencyBodyAccelerationJerkStdDeviationX" -0.986213883088235
13 "LAYING" "FrequencyBodyAccelerationJerkStdDeviationY" -0.978451446764706
13 "LAYING" "FrequencyBodyAccelerationJerkStdDeviationZ" -0.985707806323529
13 "LAYING" "FrequencyBodyGyroscopeMeanX" -0.982619403529412
13 "LAYING" "FrequencyBodyGyroscopeMeanY" -0.973120029558823
13 "LAYING" "FrequencyBodyGyroscopeMeanZ" -0.972278603529412
13 "LAYING" "FrequencyBodyGyroscopeStdDeviationX" -0.985154588529412
13 "LAYING" "FrequencyBodyGyroscopeStdDeviationY" -0.973092518088235
13 "LAYING" "FrequencyBodyGyroscopeStdDeviationZ" -0.974995267058824
13 "LAYING" "FrequencyBodyAccelerationMagnitudeMean" -0.952827071323529
13 "LAYING" "FrequencyBodyAccelerationMagnitudeStdDeviation" -0.9418940855
13 "LAYING" "FrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.979695458088235
13 "LAYING" "FrequencyBodyBodyAccelerationJerkMagnitudeStdDeviation" -0.979565196911765
13 "LAYING" "FrequencyBodyBodyGyroscopeMagnitudeMean" -0.969832241176471
13 "LAYING" "FrequencyBodyBodyGyroscopeMagnitudeStdDeviation" -0.964205915441177
13 "LAYING" "FrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.981119820588235
13 "LAYING" "FrequencyBodyBodyGyroscopeJerkMagnitudeStdDeviation" -0.981986152941177
13 "SITTING" "TimeBodyAccelerationMeanX" 0.278045439090909
13 "SITTING" "TimeBodyAccelerationMeanY" -0.0147229305131818
13 "SITTING" "TimeBodyAccelerationMeanZ" -0.108369634515152
13 "SITTING" "TimeBodyAccelerationStdDeviationX" -0.983081858939394
13 "SITTING" "TimeBodyAccelerationStdDeviationY" -0.93612270469697
13 "SITTING" "TimeBodyAccelerationStdDeviationZ" -0.929106396818182
13 "SITTING" "TimeGravityAccelerationMeanX" 0.924454522424242
13 "SITTING" "TimeGravityAccelerationMeanY" 0.0733385412878788
13 "SITTING" "TimeGravityAccelerationMeanZ" 0.151679135228788
13 "SITTING" "TimeGravityAccelerationStdDeviationX" -0.985829034393939
13 "SITTING" "TimeGravityAccelerationStdDeviationY" -0.966983534242424
13 "SITTING" "TimeGravityAccelerationStdDeviationZ" -0.935854966151515
13 "SITTING" "TimeBodyAccelerationJerkMeanX" 0.0746568393030303
13 "SITTING" "TimeBodyAccelerationJerkMeanY" 0.00597430268636364
13 "SITTING" "TimeBodyAccelerationJerkMeanZ" 0.00160134859924242
13 "SITTING" "TimeBodyAccelerationJerkStdDeviationX" -0.982078229242424
13 "SITTING" "TimeBodyAccelerationJerkStdDeviationY" -0.970896863484848
13 "SITTING" "TimeBodyAccelerationJerkStdDeviationZ" -0.976522488787879
13 "SITTING" "TimeBodyGyroscopeMeanX" -0.036405928969697
13 "SITTING" "TimeBodyGyroscopeMeanY" -0.0650689347121212
13 "SITTING" "TimeBodyGyroscopeMeanZ" 0.0642882138333333
13 "SITTING" "TimeBodyGyroscopeStdDeviationX" -0.976309017121212
13 "SITTING" "TimeBodyGyroscopeStdDeviationY" -0.960104508636364
13 "SITTING" "TimeBodyGyroscopeStdDeviationZ" -0.945771803484848
13 "SITTING" "TimeBodyGyroscopeJerkMeanX" -0.0959970816060606
13 "SITTING" "TimeBodyGyroscopeJerkMeanY" -0.0407299244348485
13 "SITTING" "TimeBodyGyroscopeJerkMeanZ" -0.0465835149090909
13 "SITTING" "TimeBodyGyroscopeJerkStdDeviationX" -0.977414910909091
13 "SITTING" "TimeBodyGyroscopeJerkStdDeviationY" -0.979684097272727
13 "SITTING" "TimeBodyGyroscopeJerkStdDeviationZ" -0.979742084090909
13 "SITTING" "TimeBodyAccelerationMagnitudeMean" -0.952738043030303
13 "SITTING" "TimeBodyAccelerationMagnitudeStdDeviation" -0.937764028181818
13 "SITTING" "TimeGravityAccelerationMagnitudeMean" -0.952738043030303
13 "SITTING" "TimeGravityAccelerationMagnitudeStdDeviation" -0.937764028181818
13 "SITTING" "TimeBodyAccelerationJerkMagnitudeMean" -0.978774578333333
13 "SITTING" "TimeBodyAccelerationJerkMagnitudeStdDeviation" -0.972537871515151
13 "SITTING" "TimeBodyGyroscopeMagnitudeMean" -0.939574435606061
13 "SITTING" "TimeBodyGyroscopeMagnitudeStdDeviation" -0.941069909848485
13 "SITTING" "TimeBodyGyroscopeJerkMagnitudeMean" -0.983010276060606
13 "SITTING" "TimeBodyGyroscopeJerkMagnitudeStdDeviation" -0.97507615
13 "SITTING" "FrequencyBodyAccelerationMeanX" -0.981203064242424
13 "SITTING" "FrequencyBodyAccelerationMeanY" -0.945198619242424
13 "SITTING" "FrequencyBodyAccelerationMeanZ" -0.947597457121212
13 "SITTING" "FrequencyBodyAccelerationStdDeviationX" -0.98397837530303
13 "SITTING" "FrequencyBodyAccelerationStdDeviationY" -0.935031700454545
13 "SITTING" "FrequencyBodyAccelerationStdDeviationZ" -0.924947175454545
13 "SITTING" "FrequencyBodyAccelerationJerkMeanX" -0.982243603030303
13 "SITTING" "FrequencyBodyAccelerationJerkMeanY" -0.971158287575758
13 "SITTING" "FrequencyBodyAccelerationJerkMeanZ" -0.973211461363636
13 "SITTING" "FrequencyBodyAccelerationJerkStdDeviationX" -0.983565760757576
13 "SITTING" "FrequencyBodyAccelerationJerkStdDeviationY" -0.972776577272727
13 "SITTING" "FrequencyBodyAccelerationJerkStdDeviationZ" -0.978458923030303
13 "SITTING" "FrequencyBodyGyroscopeMeanX" -0.969913284393939
13 "SITTING" "FrequencyBodyGyroscopeMeanY" -0.964643068787879
13 "SITTING" "FrequencyBodyGyroscopeMeanZ" -0.950963363939394
13 "SITTING" "FrequencyBodyGyroscopeStdDeviationX" -0.978433538484848
13 "SITTING" "FrequencyBodyGyroscopeStdDeviationY" -0.958015696363636
13 "SITTING" "FrequencyBodyGyroscopeStdDeviationZ" -0.949176822121212
13 "SITTING" "FrequencyBodyAccelerationMagnitudeMean" -0.946913451666667
13 "SITTING" "FrequencyBodyAccelerationMagnitudeStdDeviation" -0.942151231515152
13 "SITTING" "FrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.971730462575758
13 "SITTING" "FrequencyBodyBodyAccelerationJerkMagnitudeStdDeviation" -0.972597744242424
13 "SITTING" "FrequencyBodyBodyGyroscopeMagnitudeMean" -0.953399068181818
13 "SITTING" "FrequencyBodyBodyGyroscopeMagnitudeStdDeviation" -0.943725755909091
13 "SITTING" "FrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.976108353787879
13 "SITTING" "FrequencyBodyBodyGyroscopeJerkMagnitudeStdDeviation" -0.975226588333333
13 "STANDING" "TimeBodyAccelerationMeanX" 0.278076904657534
13 "STANDING" "TimeBodyAccelerationMeanY" -0.0180695049161644
13 "STANDING" "TimeBodyAccelerationMeanZ" -0.100402759931507
13 "STANDING" "TimeBodyAccelerationStdDeviationX" -0.967209961232877
13 "STANDING" "TimeBodyAccelerationStdDeviationY" -0.87541041109589
13 "STANDING" "TimeBodyAccelerationStdDeviationZ" -0.913142481643836
13 "STANDING" "TimeGravityAccelerationMeanX" 0.911231752465753
13 "STANDING" "TimeGravityAccelerationMeanY" -0.305938716712329
13 "STANDING" "TimeGravityAccelerationMeanZ" 0.0708655286023288
13 "STANDING" "TimeGravityAccelerationStdDeviationX" -0.981916942054795
13 "STANDING" "TimeGravityAccelerationStdDeviationY" -0.957462721369863
13 "STANDING" "TimeGravityAccelerationStdDeviationZ" -0.942437325616438
13 "STANDING" "TimeBodyAccelerationJerkMeanX" 0.0763556159315068
13 "STANDING" "TimeBodyAccelerationJerkMeanY" 0.0116930221630137
13 "STANDING" "TimeBodyAccelerationJerkMeanZ" -0.00613681937487671
13 "STANDING" "TimeBodyAccelerationJerkStdDeviationX" -0.959528332191781
13 "STANDING" "TimeBodyAccelerationJerkStdDeviationY" -0.935605650958904
13 "STANDING" "TimeBodyAccelerationJerkStdDeviationZ" -0.958936310958904
13 "STANDING" "TimeBodyGyroscopeMeanX" -0.0241335049573973
13 "STANDING" "TimeBodyGyroscopeMeanY" -0.0698308923617808
13 "STANDING" "TimeBodyGyroscopeMeanZ" 0.0773671448739726
13 "STANDING" "TimeBodyGyroscopeStdDeviationX" -0.886749172739726
13 "STANDING" "TimeBodyGyroscopeStdDeviationY" -0.903913940684931
13 "STANDING" "TimeBodyGyroscopeStdDeviationZ" -0.907343324657534
13 "STANDING" "TimeBodyGyroscopeJerkMeanX" -0.102049132684932
13 "STANDING" "TimeBodyGyroscopeJerkMeanY" -0.0432152397506849
13 "STANDING" "TimeBodyGyroscopeJerkMeanZ" -0.051815224739726
13 "STANDING" "TimeBodyGyroscopeJerkStdDeviationX" -0.921644239863014
13 "STANDING" "TimeBodyGyroscopeJerkStdDeviationY" -0.947633070684932
13 "STANDING" "TimeBodyGyroscopeJerkStdDeviationZ" -0.948669854794521
13 "STANDING" "TimeBodyAccelerationMagnitudeMean" -0.92240685739726
13 "STANDING" "TimeBodyAccelerationMagnitudeStdDeviation" -0.910672094794521
13 "STANDING" "TimeGravityAccelerationMagnitudeMean" -0.92240685739726
13 "STANDING" "TimeGravityAccelerationMagnitudeStdDeviation" -0.910672094794521
13 "STANDING" "TimeBodyAccelerationJerkMagnitudeMean" -0.956624899041096
13 "STANDING" "TimeBodyAccelerationJerkMagnitudeStdDeviation" -0.938454372328767
13 "STANDING" "TimeBodyGyroscopeMagnitudeMean" -0.883675028630137
13 "STANDING" "TimeBodyGyroscopeMagnitudeStdDeviation" -0.843683410273973
13 "STANDING" "TimeBodyGyroscopeJerkMagnitudeMean" -0.94793650109589
13 "STANDING" "TimeBodyGyroscopeJerkMagnitudeStdDeviation" -0.926328788356164
13 "STANDING" "FrequencyBodyAccelerationMeanX" -0.96193272890411
13 "STANDING" "FrequencyBodyAccelerationMeanY" -0.898194212465753
13 "STANDING" "FrequencyBodyAccelerationMeanZ" -0.929985824794521
13 "STANDING" "FrequencyBodyAccelerationStdDeviationX" -0.96980617890411
13 "STANDING" "FrequencyBodyAccelerationStdDeviationY" -0.872525409452055
13 "STANDING" "FrequencyBodyAccelerationStdDeviationZ" -0.910995860273973
13 "STANDING" "FrequencyBodyAccelerationJerkMeanX" -0.959710489315069
13 "STANDING" "FrequencyBodyAccelerationJerkMeanY" -0.935717554109589
13 "STANDING" "FrequencyBodyAccelerationJerkMeanZ" -0.952741107945206
13 "STANDING" "FrequencyBodyAccelerationJerkStdDeviationX" -0.963098911506849
13 "STANDING" "FrequencyBodyAccelerationJerkStdDeviationY" -0.94047417890411
13 "STANDING" "FrequencyBodyAccelerationJerkStdDeviationZ" -0.963973097671233
13 "STANDING" "FrequencyBodyGyroscopeMeanX" -0.881019424794521
13 "STANDING" "FrequencyBodyGyroscopeMeanY" -0.91064914109589
13 "STANDING" "FrequencyBodyGyroscopeMeanZ" -0.911409911643836
13 "STANDING" "FrequencyBodyGyroscopeStdDeviationX" -0.890525705068493
13 "STANDING" "FrequencyBodyGyroscopeStdDeviationY" -0.901237499589041
13 "STANDING" "FrequencyBodyGyroscopeStdDeviationZ" -0.914872014383562
13 "STANDING" "FrequencyBodyAccelerationMagnitudeMean" -0.921225595205479
13 "STANDING" "FrequencyBodyAccelerationMagnitudeStdDeviation" -0.918651880273973
13 "STANDING" "FrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.940007897123288
13 "STANDING" "FrequencyBodyBodyAccelerationJerkMagnitudeStdDeviation" -0.936025033013699
13 "STANDING" "FrequencyBodyBodyGyroscopeMagnitudeMean" -0.879437674794521
13 "STANDING" "FrequencyBodyBodyGyroscopeMagnitudeStdDeviation" -0.849127347123288
13 "STANDING" "FrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.929600007123288
13 "STANDING" "FrequencyBodyBodyGyroscopeJerkMagnitudeStdDeviation" -0.927225720410959
13 "WALKING" "TimeBodyAccelerationMeanX" 0.272589336470588
13 "WALKING" "TimeBodyAccelerationMeanY" -0.021199992245098
13 "WALKING" "TimeBodyAccelerationMeanZ" -0.113539477098039
13 "WALKING" "TimeBodyAccelerationStdDeviationX" -0.208342792019608
13 "WALKING" "TimeBodyAccelerationStdDeviationY" 0.489771808627451
13 "WALKING" "TimeBodyAccelerationStdDeviationZ" -0.228734217372549
13 "WALKING" "TimeGravityAccelerationMeanX" 0.899965205686274
13 "WALKING" "TimeGravityAccelerationMeanY" -0.344443913137255
13 "WALKING" "TimeGravityAccelerationMeanZ" -0.035130214
13 "WALKING" "TimeGravityAccelerationStdDeviationX" -0.970327266470588
13 "WALKING" "TimeGravityAccelerationStdDeviationY" -0.962003383529412
13 "WALKING" "TimeGravityAccelerationStdDeviationZ" -0.953850439607843
13 "WALKING" "TimeBodyAccelerationJerkMeanX" 0.0841234323137255
13 "WALKING" "TimeBodyAccelerationJerkMeanY" -0.0210619558882353
13 "WALKING" "TimeBodyAccelerationJerkMeanZ" 0.00634457223529412
13 "WALKING" "TimeBodyAccelerationJerkStdDeviationX" -0.090645041854902
13 "WALKING" "TimeBodyAccelerationJerkStdDeviationY" 0.244310894098039
13 "WALKING" "TimeBodyAccelerationJerkStdDeviationZ" -0.387664584313725
13 "WALKING" "TimeBodyGyroscopeMeanX" -0.0234104225980392
13 "WALKING" "TimeBodyGyroscopeMeanY" -0.074105054612549
13 "WALKING" "TimeBodyGyroscopeMeanZ" 0.0851359929294118
13 "WALKING" "TimeBodyGyroscopeStdDeviationX" -0.23294061427451
13 "WALKING" "TimeBodyGyroscopeStdDeviationY" 0.0858321519372549
13 "WALKING" "TimeBodyGyroscopeStdDeviationZ" -0.165748467372549
13 "WALKING" "TimeBodyGyroscopeJerkMeanX" -0.0679992365372549
13 "WALKING" "TimeBodyGyroscopeJerkMeanY" -0.0514175758627451
13 "WALKING" "TimeBodyGyroscopeJerkMeanZ" -0.0549273707529412
13 "WALKING" "TimeBodyGyroscopeJerkStdDeviationX" -0.253227445431373
13 "WALKING" "TimeBodyGyroscopeJerkStdDeviationY" -0.127554090666667
13 "WALKING" "TimeBodyGyroscopeJerkStdDeviationZ" -0.22704432732549
13 "WALKING" "TimeBodyAccelerationMagnitudeMean" 0.039402280578902
13 "WALKING" "TimeBodyAccelerationMagnitudeStdDeviation" -0.156930391921569
13 "WALKING" "TimeGravityAccelerationMagnitudeMean" 0.039402280578902
13 "WALKING" "TimeGravityAccelerationMagnitudeStdDeviation" -0.156930391921569
13 "WALKING" "TimeBodyAccelerationJerkMagnitudeMean" -0.0429359302764706
13 "WALKING" "TimeBodyAccelerationJerkMagnitudeStdDeviation" 0.0210765716843137
13 "WALKING" "TimeBodyGyroscopeMagnitudeMean" 0.0686275147882353
13 "WALKING" "TimeBodyGyroscopeMagnitudeStdDeviation" -0.0367853189588235
13 "WALKING" "TimeBodyGyroscopeJerkMagnitudeMean" -0.194893253196078
13 "WALKING" "TimeBodyGyroscopeJerkMagnitudeStdDeviation" -0.149864146847059
13 "WALKING" "FrequencyBodyAccelerationMeanX" -0.147404272166667
13 "WALKING" "FrequencyBodyAccelerationMeanY" 0.403465950921569
13 "WALKING" "FrequencyBodyAccelerationMeanZ" -0.272213861705882
13 "WALKING" "FrequencyBodyAccelerationStdDeviationX" -0.234985644352941
13 "WALKING" "FrequencyBodyAccelerationStdDeviationY" 0.438436341294118
13 "WALKING" "FrequencyBodyAccelerationStdDeviationZ" -0.26649772672549
13 "WALKING" "FrequencyBodyAccelerationJerkMeanX" -0.138717234372549
13 "WALKING" "FrequencyBodyAccelerationJerkMeanY" 0.157933952294118
13 "WALKING" "FrequencyBodyAccelerationJerkMeanZ" -0.34599447627451
13 "WALKING" "FrequencyBodyAccelerationJerkStdDeviationX" -0.122237205541176
13 "WALKING" "FrequencyBodyAccelerationJerkStdDeviationY" 0.255614062961569
13 "WALKING" "FrequencyBodyAccelerationJerkStdDeviationZ" -0.427690451960784
13 "WALKING" "FrequencyBodyGyroscopeMeanX" -0.0936248686019608
13 "WALKING" "FrequencyBodyGyroscopeMeanY" 0.0310145965868627
13 "WALKING" "FrequencyBodyGyroscopeMeanZ" -0.108892495684314
13 "WALKING" "FrequencyBodyGyroscopeStdDeviationX" -0.279931528352941
13 "WALKING" "FrequencyBodyGyroscopeStdDeviationY" 0.107704805445098
13 "WALKING" "FrequencyBodyGyroscopeStdDeviationZ" -0.264957205764706
13 "WALKING" "FrequencyBodyAccelerationMagnitudeMean" -0.00353341793921569
13 "WALKING" "FrequencyBodyAccelerationMagnitudeStdDeviation" -0.389934004313725
13 "WALKING" "FrequencyBodyBodyAccelerationJerkMagnitudeMean" 0.0545269493972549
13 "WALKING" "FrequencyBodyBodyAccelerationJerkMagnitudeStdDeviation" -0.0310650270227451
13 "WALKING" "FrequencyBodyBodyGyroscopeMagnitudeMean" -0.0520065599062745
13 "WALKING" "FrequencyBodyBodyGyroscopeMagnitudeStdDeviation" -0.196210236058824
13 "WALKING" "FrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.180365335498431
13 "WALKING" "FrequencyBodyBodyGyroscopeJerkMagnitudeStdDeviation" -0.171975765239216
13 "WALKING_DOWNSTAIRS" "TimeBodyAccelerationMeanX" 0.296144421355556
13 "WALKING_DOWNSTAIRS" "TimeBodyAccelerationMeanY" -0.00964120773155556
13 "WALKING_DOWNSTAIRS" "TimeBodyAccelerationMeanZ" -0.104602925937778
13 "WALKING_DOWNSTAIRS" "TimeBodyAccelerationStdDeviationX" 0.0745098785288889
13 "WALKING_DOWNSTAIRS" "TimeBodyAccelerationStdDeviationY" 0.616937015333333
13 "WALKING_DOWNSTAIRS" "TimeBodyAccelerationStdDeviationZ" -0.160938536488889
13 "WALKING_DOWNSTAIRS" "TimeGravityAccelerationMeanX" 0.91972663
13 "WALKING_DOWNSTAIRS" "TimeGravityAccelerationMeanY" -0.277419718666667
13 "WALKING_DOWNSTAIRS" "TimeGravityAccelerationMeanZ" -0.0282591579777778
13 "WALKING_DOWNSTAIRS" "TimeGravityAccelerationStdDeviationX" -0.940458075111111
13 "WALKING_DOWNSTAIRS" "TimeGravityAccelerationStdDeviationY" -0.908577153777778
13 "WALKING_DOWNSTAIRS" "TimeGravityAccelerationStdDeviationZ" -0.919693532888889
13 "WALKING_DOWNSTAIRS" "TimeBodyAccelerationJerkMeanX" 0.0695031058
13 "WALKING_DOWNSTAIRS" "TimeBodyAccelerationJerkMeanY" 0.00436449644888889
